525.000;0.150;70.758;0.150
526.000;0.153;70.231;0.153
527.000;0.149;70.966;0.149
528.000;0.149;70.903;0.149
529.000;0.148;71.147;0.148
530.000;0.150;70.818;0.150
531.000;0.150;70.716;0.150
532.000;0.151;70.667;0.151
533.000;0.151;70.634;0.151
534.000;0.150;70.722;0.150
535.000;0.152;70.491;0.152
536.000;0.150;70.738;0.150
537.000;0.150;70.845;0.150
538.000;0.150;70.799;0.150
539.000;0.151;70.684;0.151
540.000;0.151;70.599;0.151
541.000;0.150;70.875;0.150
542.000;0.152;70.401;0.152
543.000;0.151;70.569;0.151
544.000;0.150;70.763;0.150
545.000;0.149;70.884;0.149
546.000;0.150;70.826;0.150
547.000;0.149;71.018;0.149
548.000;0.151;70.593;0.151
549.000;0.150;70.755;0.150
550.000;0.150;70.870;0.150
551.000;0.150;70.859;0.150
552.000;0.150;70.870;0.150
553.000;0.150;70.829;0.150
554.000;0.149;70.919;0.149
555.000;0.150;70.834;0.150
556.000;0.148;71.040;0.148
557.000;0.149;70.991;0.149
558.000;0.149;70.881;0.149
559.000;0.149;70.881;0.149
560.000;0.150;70.774;0.150
561.000;0.151;70.626;0.151
562.000;0.150;70.727;0.150
563.000;0.149;70.892;0.149
564.000;0.149;70.917;0.149
565.000;0.149;71.005;0.149
566.000;0.149;70.900;0.149
567.000;0.150;70.846;0.150
568.000;0.150;70.793;0.150
569.000;0.150;70.873;0.150
570.000;0.148;71.046;0.148
571.000;0.149;70.881;0.149
572.000;0.151;70.689;0.151
573.000;0.148;71.155;0.148
574.000;0.151;70.694;0.151
575.000;0.150;70.785;0.150
576.000;0.149;70.925;0.149
577.000;0.150;70.736;0.150
578.000;0.150;70.752;0.150
579.000;0.150;70.856;0.150
580.000;0.149;71.037;0.149
581.000;0.148;71.186;0.148
582.000;0.149;70.922;0.149
583.000;0.148;71.142;0.148
584.000;0.149;70.974;0.149
585.000;0.152;70.428;0.152
586.000;0.151;70.582;0.151
587.000;0.148;71.076;0.148
588.000;0.149;70.931;0.149
589.000;0.148;71.079;0.148
590.000;0.149;70.947;0.149
591.000;0.149;71.037;0.149
592.000;0.149;70.985;0.149
593.000;0.150;70.793;0.150
594.000;0.148;71.120;0.148
595.000;0.150;70.821;0.150
596.000;0.148;71.065;0.148
597.000;0.150;70.799;0.150
598.000;0.149;70.947;0.149
599.000;0.150;70.845;0.150
